sender,date,subject,source,label
3349f318682b9c1541c84dd47067c5763a76369fbbeeb9b3dc8b950b4d2ae797,2001-06-29 15:27:31-05:00,[ORGANIZATION],trec5,0.0
5c0549ac8d7e95118680e34ac74098915d0c4627f93218fbc0de618ff7dc7b90,2001-06-29 16:40:06-05:00,FW: Mariner Management Meeting Minutes,trec5,0.0
b178d20006f32e20e653bfcaf6ca202f41da3885a0d7d8565d1ff5258bbe4bbd,2001-06-29 16:47:25-05:00,RE: [ORGANIZATION],trec5,0.0
2a32cc21aeeb227e4aab46cef73e1ed22c2728ab6de1afe030c83b39a501296a,2001-07-01 13:32:32-05:00,RE: Surprise!!,trec5,0.0
568596fbf3b85a9377ecc9ab961efb9d4b1a29b6a93c6ad48f3c3cea4799eaa2,2001-07-01 16:32:27-05:00,Fwd: Truly Irish,trec5,0.0
eb3bf12fe26f0dd922b9f7dd3f9730f5ad66fb768ab3d2a771d9150b192b2c57,2001-07-01 19:03:25-07:00,Policy Narrative # 7 - Background checks,trec5,0.0
69ebb64bb2010688d2e70b6f4c2a1b56291f20c18f35c7aea9033ca6f49f9192,2001-07-02 07:32:10-05:00,RE: LRCI tract,trec5,0.0
d55764f1d10c0a60cad36c740e9ea21d8410301486da49351b78aa06ea5d7173,2001-07-02 09:57:52-05:00,Project Status Report for the week of [DATE],trec5,0.0
53e6d6a37e2f7f4faa0605145c8d6b71fb61da8a49ea6d1ece29a8b71c0a5f03,2001-07-02 08:31:42-05:00,FW: [ORGANIZATION] EMA,trec5,0.0
d8b1e48bf530bae64465908ad98f9757cb9ae89f409ca498aa7df69602538a02,2001-07-02 09:11:58-05:00,FW: Western Energy--Fundamentals and Regulations Change Outlooks - [ORGANIZATION] Monthly Briefing,trec5,0.0
f0f5ffc8181fcdf5c9106ce360d40030522accc981be889936189717e772f8e0,2001-07-02 09:58:38-05:00,,trec5,0.0
014d2d0e6e7db052e08b9c00f80542f078f9ac978158d8aaed98ab9e553d9a0a,2001-07-02 09:59:54-05:00,FW: FW: [ORGANIZATION] Tract 113A,trec5,0.0
a39095ac26af8d47a4418e51d09f2283fde7125848510d7a695e17c9bc6aa952,2001-07-02 10:44:02-05:00,Updated C/P list,trec5,0.0
b2ef9725340c6c97da2cc696109d3328bc270bc86ec8cc6e1a6adf03de0f1129,2001-07-02 14:07:04-05:00,Sample Data Request,trec5,0.0
cf24927be26942e833d6f7f394d6c6f75a8a58b02841094a66388f2082998a58,2001-07-02 12:55:38-05:00,RE: List of Accomplishments-immediate action required,trec5,0.0
9f3c3d05e6b9a86497533de780c86590f23ec97c5bbb799392e5ca653e95033c,2001-07-02 13:14:06-05:00,PanNat Value - Confidential and Proprietary,trec5,0.0
3364e3eeb1003dc287b43eeef6a018dc8ae47be0f9664dae44e4d857c59bad26,2001-07-02 16:39:31-05:00,Termination Right,trec5,0.0
7b7d66e3a2cda9122060650d075235c19d5f82081b3758f02c6121e033801080,2001-07-02 14:40:40-05:00,[NAME]'s info,trec5,0.0
652c0df2a9e5b42f9e542e38e50fafa312baef6f524c9c4a75f5246817c331a4,2001-07-02 14:43:47-05:00,[ORGANIZATION] Meeting,trec5,0.0
594b1f5c830843c54691c68b61d4c031cb9949d9e215503de033603264d22e5b,2001-07-02 15:10:41-05:00,Amended Compression Services Agreement,trec5,0.0
87450134aa305e2f76e313f59469647a9d8020ce6bdc2c8a62bd19b93470eead,2001-07-02 18:13:18-05:00,EOL Data for [DATE],trec5,0.0
e9330ad6df4c7dd89b2a3325a09412e27bf4e9a29bea638a4c0d0d113d429bb2,2001-07-02 16:57:43-05:00,[ORGANIZATION] -- credits for network upgrades  ([REFERENCE_NUMBER] and [REFERENCE_NUMBER]),trec5,0.0
d8b1e48bf530bae64465908ad98f9757cb9ae89f409ca498aa7df69602538a02,2001-07-02 17:26:36-05:00,Kern River Expansion Completed Ahead of Schedule ,trec5,0.0
c178dd229019b3c6ce52cd760da7d3aebacbfbb3c412cb55e7dd1edc136fbcd5,2001-07-02 17:30:24-05:00,Fishin' Report,trec5,0.0
550256a054f6df3b8e790a5d8befa5f076e33afea8d64332ff7db8154d60d3b2,2001-07-02 17:41:10-05:00,FW: Request for Confidential Information from the [ORGANIZATION],trec5,0.0
550256a054f6df3b8e790a5d8befa5f076e33afea8d64332ff7db8154d60d3b2,2001-07-02 18:22:18-05:00,RE: Status report regarding subpenas,trec5,0.0
cf24927be26942e833d6f7f394d6c6f75a8a58b02841094a66388f2082998a58,2001-07-02 20:21:19-05:00,accomplishments,trec5,0.0
3b302a52277993f64bdde912ec12f5f27102ef919973d6e820756ba5610e9d60,2001-07-03 00:10:33-05:00,Pre Schedule Workspace,trec5,0.0
240ba867dd48d80b6d52cdb976844dd2a5459d5a8e84409b924996eb6341859d,2001-07-02 22:20:56-05:00,"FW: New Intelligence re [ORGANIZATION] and ""Capacity""",trec5,0.0
5879e26c381fad6eaac7558098e00c313febb4457844b3f26403abd0ff013ac1,2001-07-03 07:30:19-05:00,Summer Vacation Plan,trec5,0.0
2a32cc21aeeb227e4aab46cef73e1ed22c2728ab6de1afe030c83b39a501296a,2001-07-03 07:53:27-05:00,[ORGANIZATION]  - New Interim Dean Named for CBA,trec5,0.0
1c20603b415a1f1408f82540e06d919cc2a4a57d6d4de139cadd349356663627,2001-07-03 07:58:57-07:00,"RE: [ORGANIZATION] 480, 1480 charges",trec5,0.0
2a32cc21aeeb227e4aab46cef73e1ed22c2728ab6de1afe030c83b39a501296a,2001-07-03 08:04:00-05:00,[ORGANIZATION] [ORGANIZATION] Alumni Group,trec5,0.0
268236fbc559e1581d18aba7255c54e1d5bd287199376587b9124eda77f49fb0,2001-07-03 07:08:39-07:00,FW: New Gas Deal,trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 11:31:17-07:00,[EDIS]  STAGE 1 ELECTRICAL EMERGENCY DECLARED [Urgent: Statewide],trec5,0.0
66ae9e838e582f5bbf2ee677f4655d8f2e428cd740d00153d384a5e68d0d68ce,2001-07-03 11:40:16-05:00,[ORGANIZATION] Proposal,trec5,0.0
a9f2ba7139695d12cd9107fc95c01f3919b4ea68711415cfe4a84d281794564a,2001-07-03 11:35:04-07:00,OASIS Posting - [DATE] Energy  Index for Generation Imbalance              Service,trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 11:47:25-07:00,[EDIS]  STAGE 2 ELECTRICAL EMERGENCY DECLARED [Urgent: Statewide],trec5,0.0
87450134aa305e2f76e313f59469647a9d8020ce6bdc2c8a62bd19b93470eead,2001-07-03 13:49:16-05:00,FW: [FILE_NAME],trec5,0.0
b2ef9725340c6c97da2cc696109d3328bc270bc86ec8cc6e1a6adf03de0f1129,2001-07-03 14:11:13-05:00,CSC Work Request,trec5,0.0
b2ef9725340c6c97da2cc696109d3328bc270bc86ec8cc6e1a6adf03de0f1129,2001-07-03 14:21:11-05:00,FW: CSC Work Request,trec5,0.0
d4a8eb24904f8ee59d3bbcc2171b73c0115970d71d9d0007c493080ea64f6ad1,2001-07-03 18:30:43+01:00,FW: Credit Policies,trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 12:37:02-07:00,[EDIS]  EARTHQUAKE INFORMATION [News: Statewide],trec5,0.0
c9c5c759672fbe8bdf950693704d98d14c4bca7552b5cca506c71606f626ae6e,2001-07-03 13:30:04-05:00,Project HUB,trec5,0.0
ae9b7925bcc106bfc84f3c106d6d8d563a05d7c0991f940491247bf8bff388f8,2001-07-03 14:45:54-04:00,Save the Date,trec5,0.0
268236fbc559e1581d18aba7255c54e1d5bd287199376587b9124eda77f49fb0,2001-07-03 12:34:33-07:00,FW: FW: New Gas Deal,trec5,0.0
3757e577d04238d34e2534a5ff3e4cb88e6c8ecd98d3f7f11c14a850487f07f0,2001-07-03 14:44:30-05:00,FW: [ORGANIZATION] Confidentiality Agreement,trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 14:55:39-07:00,[EDIS]  1 HOUR FORECAST [Urgent: Statewide],trec5,0.0
87450134aa305e2f76e313f59469647a9d8020ce6bdc2c8a62bd19b93470eead,2001-07-03 17:06:40-05:00,EOL Data for July 3rd,trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 15:07:06-07:00,[EDIS]  1 HOUR FORECAST [Urgent: Statewide],trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 15:10:20-07:00,[EDIS]  EARTHQUAKE INFORMATION [News: Statewide],trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 15:11:20-07:00,[EDIS]  END 1 HOUR PROBABILITY NOTICE [Urgent: Statewide],trec5,0.0
f61abca50e59afe9000c6cc768c932473927b3e64aeb96ea338a2229e79abfc8,2001-07-03 16:05:23-05:00,Law applicable to [ORGANIZATION] Power Marketing Agreement w/	[ADDRESS],trec5,0.0
d4afc4ab7940bc2e3adf066054df1798b5b3857d15ccf2ca4b9e07fc8e39d09c,2001-07-03 16:30:51-05:00,Website Address for Tamaya Resort,trec5,0.0
ff2f767cb2a920408e2d370638fcd3f09ef7b8fb54236e12ea46a4788400b43c,2001-07-03 16:55:34-05:00,Training Scheduled - Updated,trec5,0.0
4f8666dc666c3921de8bf885ae3bad1360f0fd01f3f4a1d73be0aaa88e907295,2001-07-03 17:36:40-07:00,[EDIS]  STAGE 2 ELECTRICAL EMERGENCY CANCELLATION [Urgent: Statewide],trec5,0.0
66ae9e838e582f5bbf2ee677f4655d8f2e428cd740d00153d384a5e68d0d68ce,2001-07-03 19:33:56-05:00,RE: CA's for Power Pipeline and Energy Transfer,trec5,0.0
4d0f40c9f59d868e917900981a584a77dadd6c0b0a759039f1b137d1b1b38033,2001-07-04 08:04:55+00:00,ÀÎÅÍ<|SIMBOL|>Ý Ä<|SIMBOL|><|SIMBOL|>å<|SIMBOL|>ç)<|SIMBOL|>ð<|SIMBOL|>ç Ä<|SIMBOL|><|SIMBOL|>å <|SIMBOL|>ëÃâ <|SIMBOL|>Ó <|SIMBOL|>Ã<|SIMBOL|>øÈ÷ <|SIMBOL|><|SIMBOL|><|SIMBOL|>AE<|SIMBOL|>å<|SIMBOL|><|SIMBOL|><|SIMBOL|>Ï<|SIMBOL|>Ù!Àå<|SIMBOL|>â<|SIMBOL|>óÈ<|SIMBOL|>@ iqtmswligeqlftglh,trec5,1.0
e94e94342edaf3434ad28bbf8cc26b4781b403071d8385e2a014fb769232509a,2001-07-04 06:16:43-04:00,Hey tehre,trec5,1.0
641175d23229494cef99743d5b62bf0fdcf61b0b629aa17263eff00bbb18a36f,2001-07-04 09:52:26+00:00,ÅëÇÕ<|SIMBOL|><|SIMBOL|><|SIMBOL|>ñ<|SIMBOL|><|SIMBOL|> <|SIMBOL|>ÂÃã<|SIMBOL|>Ð <|SIMBOL|>ù0.49~1%<|SIMBOL|>Ý<|SIMBOL|><|SIMBOL|>Àû<|SIMBOL|>ë ÃÖ<|SIMBOL|>í1<|SIMBOL|>ï<|SIMBOL|>îÁö niusebylk jjtpgk ,trec5,1.0
98c7236250bcc240406675377c1e6da9cb052acc9a6b105cae6b0a3181e109e4,2001-07-04 06:13:47+00:00,(<|SIMBOL|>ì<|SIMBOL|>öÈ<|SIMBOL|><|SIMBOL|>ø<|SIMBOL|>Ô) Àü<|SIMBOL|><|SIMBOL|>ÃÖÀúÀÌÀ<|SIMBOL|>..30<|SIMBOL|>Ð<|SIMBOL|><|SIMBOL|> Áï<|SIMBOL|>Ã ÀÔ<|SIMBOL|>Ý<|SIMBOL|>Ï<|SIMBOL|>áÇÏ<|SIMBOL|>Ú<|SIMBOL|>À<|SIMBOL|>Ï<|SIMBOL|>Ù q,trec5,1.0
3ede49d9ee28642b729829bed6179181c7b2886d565d454e358542e1b1101de0,2001-07-04 12:39:13+00:00,<|SIMBOL|>ù 1%<|SIMBOL|>ë <|SIMBOL|><|SIMBOL|>Àå <|SIMBOL|>ÈÀüÇÑ ÃÊ<|SIMBOL|><|SIMBOL|>AEí <|SIMBOL|>çÀÏ <|SIMBOL|>ëÃâ!   i,trec5,1.0
137e6ff936ad1ad3d7ea1966753350f95af9f419e5920fd514ace7c0b993729b,2001-07-04 06:00:05-08:00,"buy [PRODUCT], [PRODUCT], [PRODUCT], [PRODUCT], [PRODUCT], [PRODUCT] FROM [FINANCIAL_INFO] EACH replied open",trec5,1.0
6c100c1e256994f97dafe3f0c133d73d08db290a7f09e24ce0d8573cb4888b6c,2001-07-04 22:26:49+08:00,bruceg<|EMOJI|>..<|EMOJI|>!..<|EMOJI|>,trec5,1.0
07e97be42a0a3d7d816bbb0cba65a93a7063c3f3ca363759a8ec599f32566a6d,2001-07-04 09:30:30-06:00,Kiss those big legs goodbye  ,trec5,1.0
d82144ef9116dce733e0d83ac98c0e6413c9c1e334f45d1f64346660f4a8c2d8,2001-07-04 16:02:40+00:00,Á<|SIMBOL|>1<|SIMBOL|>ÝÀ<|SIMBOL|><|SIMBOL|>Ç ÀÚ<|SIMBOL|>ÝÀÌ <|SIMBOL|>È<|SIMBOL|>Å<|SIMBOL|>î<|SIMBOL|><|SIMBOL|>.<|SIMBOL|>ëÃâÇØ<|SIMBOL|>å<|SIMBOL|><|SIMBOL|><|SIMBOL|>Ï<|SIMBOL|>Ù.À<|SIMBOL|>Çà<|SIMBOL|>ÇÀÌÀÚ jnuiq fvq j   gb,trec5,1.0
765ca3b423ca7dcb3c2c388e40b829e70a5bb5976ba4f247204483ad273ba581,2001-07-04 21:18:17+00:00,(<|SIMBOL|><|SIMBOL|><|SIMBOL|>í) <|SIMBOL|>óÂ<|SIMBOL|><|SIMBOL|>öÂ<|SIMBOL|> <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>È<|SIMBOL|><|SIMBOL|>øÀÇ Â<|SIMBOL|><|SIMBOL|><|SIMBOL|>ÇÏ<|SIMBOL|>í È<|SIMBOL|><|SIMBOL|>öÇÑ È<|SIMBOL|><|SIMBOL|>ó show~ y  d qgo ,trec5,1.0
874a48bed10fb7a5d5922c75f741ff0bbb9baf3483d33c0e0d6441ffac2b54af,2001-07-04 19:44:12+00:00,<|SIMBOL|>á<|SIMBOL|>á<|SIMBOL|>á 100% <|SIMBOL|>ëÃâ<|SIMBOL|>ÂÀÎ! <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|> <|SIMBOL|><|SIMBOL|><|SIMBOL|>É!<|SIMBOL|>á<|SIMBOL|>á<|SIMBOL|>á@ nn wln,trec5,1.0
e4f28ed5587bc4897e10990cf3d6b2313f55bcb084731e8778b1eec739432be6,2001-07-04 20:01:21+03:00,none of our girls get away without getting their backdoor plundered,trec5,1.0
7ccfb67db0ab260e1db5c2c8e7d5c0e9b2e6c1487db8b72d93e74c2938fd2a16,2001-07-04 09:45:29+00:00,"<|SIMBOL|><|SIMBOL|><|SIMBOL|>í) <|SIMBOL|>ÞÇÑÀÚ<|SIMBOL|>Ý,<|SIMBOL|><|SIMBOL|>Ã<|SIMBOL|><|SIMBOL|>ë<|SIMBOL|>Ý 6000<|SIMBOL|><|SIMBOL|><|SIMBOL|>ø<|SIMBOL|>îÁö <|SIMBOL|>ò<|SIMBOL|>ûÇÏ<|SIMBOL|><|SIMBOL|> 36<|SIMBOL|><|SIMBOL|><|SIMBOL|>ù<|SIMBOL|>ÐÇÒ @ f zwjy bsfwzb v  ",trec5,1.0
88f4504ff5ad30fef55c27285c8a781a22fffee8b6aca7aad0d7438e74989992,2001-07-04 12:06:47-05:00,"matters \\/AL1UUM, AMB1EEN, XAANAX, TUSS10NEX, C1AAL1S, \\/1AGRRA, AD1PEX program weeks",trec5,1.0
a459fc88df8caef9465cfd49aeb3fad68bcb20b9c89485226a7806b62c5ea41d,2001-07-04 21:11:49+04:00,Re[9]: Happy New Porn Year / Sweet virgins (embryology),trec5,1.0
58cbcebd519864d98dd9533befe6e806ad38ad0e48724bf9cd2181c2388aedac,2001-07-05 01:55:47+08:00,<|EMOJI|>--10<|EMOJI|>,trec5,1.0
a8ba28ed31f461a22ace9457137902bdc4c0b3771520fd4b81b23755eb4ad263,2001-07-04 09:53:32-06:00,Fwd: FW: Things To Remember During Stampede,trec5,0.0
2a9cdb405db89fc333737cfb6148590c23492e9c8fd57243efb369423b27e989,2001-07-04 12:24:04-06:00,You can lose Weight your way  ,trec5,1.0
532568b7e52d963bb674e68d5db3ce5061372d9b4abd58715e79632767c767f9,2001-07-04 11:44:31+00:00,<|SIMBOL|>Â<|SIMBOL|>À<|SIMBOL|><|SIMBOL|>À<|SIMBOL|><|SIMBOL|>Ã<|SIMBOL|>é! <|SIMBOL|>á~Á<|SIMBOL|>99% <|SIMBOL|><|SIMBOL|>~Ã<|SIMBOL|> ÃÖÀú<|SIMBOL|>Ý<|SIMBOL|><|SIMBOL|> ÃÖ<|SIMBOL|>í5000<|SIMBOL|><|SIMBOL|><|SIMBOL|>ø<|SIMBOL|>áÁ<|SIMBOL|>  u q ,trec5,1.0
b223d3d66d58fef340544ed41263b5b9fcbe041395475449db8b0e3d170d1f38,2001-07-05 10:32:37+00:00,,trec5,1.0
b8c0b8abbe5decce2dd2e595b2b4b8153b8cfa33e205dd767c290dca9f0de515,2001-07-04 19:00:29+00:00,oxxyconntin no scriptt,trec5,1.0
1d948d6b94a5170477ce81e6e8f382bf42836b58a94cfd57808c8ffce56d63c8,2001-07-04 13:11:22+00:00,"ÇÁ<|SIMBOL|>ó<|SIMBOL|>Ù,<|SIMBOL|><|SIMBOL|>Âî,<|SIMBOL|>çÀÌ<|SIMBOL|>ñÅë,<|SIMBOL|>Î<|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>,<|SIMBOL|>î<|SIMBOL|><|SIMBOL|><|SIMBOL|>ì<|SIMBOL|><|SIMBOL|><|SIMBOL|>î<|SIMBOL|>î..ÃÊsa<|SIMBOL|>Þ <|SIMBOL|>íÇ<|SIMBOL|> ÄÃ<|SIMBOL|><|SIMBOL|><|SIMBOL|>Ç..!! [USERNAME] [USERNAME]",trec5,1.0
4ed883142b68a14b365694dbcc54f55290eb3fb6525e7c3527b013c3db685307,2001-07-04 19:19:19+00:00,[PRODUCT] Soft Tabs - Great results!,trec5,1.0
6c1cb451cfc383356594e6111fcdfdbf57eaea6a2c9fa28d09c582faf4166656,2001-07-04 15:23:40+00:00,Á÷ÀåÀÎ <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|> <|SIMBOL|>ëÃâ <|SIMBOL|>ÅÃ<|SIMBOL|>ÇÏ<|SIMBOL|><|SIMBOL|><|SIMBOL|>ä!!!! cjyrbz im,trec5,1.0
2578a0cafc98ac22adbd7f828d69bf23de3abb011e8b9432d5a37fd4ffc06372,2001-07-04 19:12:15+00:00,<|SIMBOL|><|SIMBOL|>À<|SIMBOL|><|SIMBOL|>ë <|SIMBOL|><|SIMBOL|><|SIMBOL|>î<|SIMBOL|><|SIMBOL|><|SIMBOL|>óCD ÃÊ<|SIMBOL|><|SIMBOL|>ÀÚ<|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>Ô <|SIMBOL|><|SIMBOL|><|SIMBOL|>á<|SIMBOL|>ÅÃ<|SIMBOL|>ÇÏ<|SIMBOL|><|SIMBOL|><|SIMBOL|>ä!!! ppshfxpwjerwhsop,trec5,1.0
f240847055fe7157b3acaeaf4327fe8854b1fa4e9582ba38da6a3630775a4091,2001-07-04 18:30:16-02:00,You can start saving now,trec5,1.0
3e60cb83f8c3d1cd147c306ab9f6248e4d8a2c77c5f5e66065e9de0332f78e2c,2001-07-04 20:39:07+00:00,hey. my photos. ),trec5,1.0
9e83755591cd2b630553f45d7ab89076d979bb749edb7e0abcc4bf8be994b2c2,2001-07-04 22:43:20+01:00,<|SIMBOL|>Ú<|SIMBOL|>Ú<|SIMBOL|>Ú<|SIMBOL|>ÅÀÏ 100<|SIMBOL|><|SIMBOL|><|SIMBOL|>ø <|SIMBOL|><|SIMBOL|> <|SIMBOL|>ú<|SIMBOL|>î <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>ä.<|SIMBOL|>Ú<|SIMBOL|>Ú<|SIMBOL|>Ú,trec5,1.0
d247f4480f240d6a45df3308947e14b7bf27bb97a1d860f9edc827a672607327,2001-07-04 17:39:53+00:00,<|SIMBOL|>ÚÁ<|SIMBOL|><|SIMBOL|>Ã<|SIMBOL|>Þ<|SIMBOL|>í ÇÚ<|SIMBOL|>åAEù <|SIMBOL|>Ù<|SIMBOL|>ÙÀÚ!!AE<|SIMBOL|><|SIMBOL|><|SIMBOL|>ÇÑ ÀÌ<|SIMBOL|><|SIMBOL|>AE<|SIMBOL|>^^* oablf hi p qjguui,trec5,1.0
4ffe04eca69c10bc5a2976a29a4971b52b6f098c2c4a7e1dbd8537b5963e0e7f,2001-07-04 23:42:55+00:00,(<|SIMBOL|><|SIMBOL|><|SIMBOL|>í)2005<|SIMBOL|>â <|SIMBOL|>øÀÎÁß<|SIMBOL|><|SIMBOL|><|SIMBOL|>ç ÀÚ<|SIMBOL|>ÝÁõ ÁØ<|SIMBOL|>ñÇÏ<|SIMBOL|><|SIMBOL|><|SIMBOL|>ä ÀÚ<|SIMBOL|>á<|SIMBOL|><|SIMBOL|> <|SIMBOL|><|SIMBOL|><|SIMBOL|>á<|SIMBOL|>Î <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>å<|SIMBOL|><|SIMBOL|><|SIMBOL|>Ï<|SIMBOL|>Ù@ gnrbe qlhigw,trec5,1.0
49bbe0e3c9fd6c7270607e8ec009b7288902bfbbb08ffe7810f5346a66baaebf,2001-07-04 20:02:25+00:00,Á÷ÀåÀÎ<|SIMBOL|>ÝÀ<|SIMBOL|><|SIMBOL|>Ð <|SIMBOL|>â5.8~12.5%ÀÇÃÖÀú<|SIMBOL|>Ý<|SIMBOL|><|SIMBOL|>Àû<|SIMBOL|>ë z,trec5,1.0
d6c21c4a29a1bd19f62d7c11311a474baa830b1ddaf23fba1935a8f04901bad8,2001-07-05 03:08:10+00:00,ÃÊÃ<|SIMBOL|><|SIMBOL|>â <|SIMBOL|>ÃÇè (À<|SIMBOL|>Åë<|SIMBOL|>ü<|SIMBOL|><|SIMBOL|><|SIMBOL|>ç ~ <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|> <|SIMBOL|><|SIMBOL|><|SIMBOL|>îÇÕ<|SIMBOL|>Ý -<|SIMBOL|><|SIMBOL|><|SIMBOL|>áÀÚ<|SIMBOL|>á <|SIMBOL|>è<|SIMBOL|>Û <|SIMBOL|>ó<|SIMBOL|>ãÈ<|SIMBOL|><|SIMBOL|><|SIMBOL|>) kphhxwr t,trec5,1.0
d81dc1fc15bad94a8a344a5ce976200a00e293bc874bfcc68eda71ea845dd0a6,2001-07-04 23:40:55+00:00,"<|SIMBOL|><|SIMBOL|><|SIMBOL|>í)  ÃÊ<|SIMBOL|>í<|SIMBOL|>Ó ÀÎÅÍ<|SIMBOL|>Ý <|SIMBOL|><|SIMBOL|>ÀÔÇÏ<|SIMBOL|>é  !! <|SIMBOL|><|SIMBOL|>ÇÕ<|SIMBOL|>â,<|SIMBOL|>Á<|SIMBOL|>Ç <|SIMBOL|>óÇ<|SIMBOL|><|SIMBOL|>Ç [FINANCIAL_INFO]<|SIMBOL|>ø,<|SIMBOL|>ïÃ<|SIMBOL|><|SIMBOL|><|SIMBOL|>21<|SIMBOL|>Ü,DVD, ÃÖ<|SIMBOL|>í<|SIMBOL|>Þ <|SIMBOL|>Á<|SIMBOL|>ÅAE<|SIMBOL|> Áß !! <|SIMBOL|>å<|SIMBOL|><|SIMBOL|><|SIMBOL|>Ï<|SIMBOL|>Ù~@  [USERNAME]",trec5,1.0
cb9d517331f5333244f1c5f207a27154e14013c55985b49a882f27fa8350eae8,2001-07-04 17:20:13-08:00,"room [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [PRODUCT] FROM [FINANCIAL_INFO] EACH history stretch cries",trec5,1.0
91a10fe70e1f4ad896f69e99777e68fcac2fc91179aedc22b41a47617928bcfc,2001-07-04 23:19:43+00:00,"<|SIMBOL|>Å<|SIMBOL|>ëÀÌ <|SIMBOL|><|SIMBOL|><|SIMBOL|>AE<|SIMBOL|><|SIMBOL|> Á÷ÀåÀÎ <|SIMBOL|>çÀÏ<|SIMBOL|>ëÃâ 2000<|SIMBOL|><|SIMBOL|><|SIMBOL|>ø<|SIMBOL|>îÁö(<|SIMBOL|><|SIMBOL|><|SIMBOL|>ae<|SIMBOL|><|SIMBOL|>,<|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>ù ibhw",trec5,1.0
eb3d5e5c01ad7285de6efea66cd040be25b41815e8684ba4d594fc652300bf40,2001-07-04 22:28:08+00:00,<|SIMBOL|><|SIMBOL|>ÀÏÁ÷Àå3<|SIMBOL|><|SIMBOL|><|SIMBOL|>ùÀÌ<|SIMBOL|>ó <|SIMBOL|>Ù<|SIMBOL|><|SIMBOL|>ÇÑÁ÷ÀåÀÎ <|SIMBOL|>ù0.5~1%<|SIMBOL|>Ý<|SIMBOL|><|SIMBOL|> ezi cnojmy,trec5,1.0
